t,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8
65,0.08868155512383785,-0.04255071292855379,-0.07165512445428199,0.03320254405378452,0.023637242870044144,-0.019929385283825374,0.012967124524372448,-0.04512566958486292,-0.01099106851883827
66,-0.006584710351674771,0.01573165623071472,0.026260343508905087,0.1427774829497865,-0.08500396406916975,-0.009464259196904794,-0.1286804933320514,0.009109676047747386,-0.006830125138017189
67,-0.15338940164132134,0.0069575156920058685,-0.01082226745476987,-0.11233157912530825,0.019055249710936892,0.0812119379553544,0.05297076733623045,-0.006439481543853615,0.014420661398539886
68,0.0214451680573874,0.06512485472105597,0.1136787223611205,-0.09284803874009179,-0.07440745680660094,-0.05314547021923263,-0.0906935786666621,0.02544660932554537,0.10860654846910256
69,0.09505884290505012,0.028814204756909982,-0.006570917480294687,-0.03306456147353893,-0.016532058588012856,-0.05447749409623739,0.007533547423405715,0.1375648551080536,0.054851222780991124
70,-0.052640580373734085,0.053914795929301707,0.009758960298631322,0.14485666666415528,0.05725260255180736,0.020779881654036197,0.04151858301974815,0.05677729015272702,-0.004474192883058836
71,0.03239160811857118,-0.027936288993365255,0.12441853343549641,-0.05327538025073819,0.0625020375801926,-0.12033797249702707,-0.1002042064045485,0.06029918593884198,0.01736466344360547
72,-0.11136711386951655,0.02877291683749101,-0.02956295329635079,0.08243242561006597,-0.04451555613639169,0.03855466180544553,0.06009078438161097,-0.11981545463076679,-0.12831101450286153
73,-0.010334565773610313,0.05063661102336642,-0.029151532683225997,-0.1271339038580562,-0.005504131808330391,-0.0745281256996993,-0.009431735489107333,-0.04229951220288482,-0.0515357445723245
74,-0.022117165687807975,0.030414656292095475,-0.03753643071652616,0.07111089408818169,0.007930101706961457,-0.06183301227215528,0.04099815247834833,0.030479893685463028,-0.08934344715901826
75,0.056389334679694855,0.04302499101676678,0.15520926263509924,-0.049144882101666884,-0.053012839553993545,0.006656391493450134,-0.09373892295239136,-0.03211342496141408,0.015812794451223886
76,0.10393332889458223,0.118082752090046,0.0042016821032747655,0.04455153399265058,-0.04182935871856624,-0.04261927554237678,-0.006625369353982707,0.001119706156856336,-0.07167067153132306
77,-0.030665177958056344,0.06332515237450913,-0.005297433952247103,0.0829704135919371,-0.00755162317698628,0.06051673112116383,0.1841524601471109,-0.03975135664637153,-0.07165080083091493
78,0.09958141596404313,-0.03262631423925824,0.03391000756247104,-0.008953234724342025,0.06161222152909909,-0.03659670257465025,-0.024602090799349156,0.0366696949550731,-0.1679820840205743
79,-0.016366211618497998,0.001974069479883038,-0.1184684391139762,-0.04890014834962343,0.06093373827490519,-0.0399717647432777,0.07477103111429367,-0.0003152666434041197,-0.016767784702418312
80,0.030779520204408443,0.07064145903939753,-0.07832387470672121,0.01473868457071714,-0.04148136417953835,0.05459785786585809,0.07829637807636405,0.014859454866686201,-0.09324572454833531
81,-0.018355049657210958,0.10608968938061189,-0.02808498208443562,-0.006179915594561096,-0.01656267599136216,-0.05639370241313888,-0.05554722551007,-0.077907019503332,0.017106346822747687
82,0.0781893307344769,-0.1073330744541795,-0.08379881006469503,-0.01606736039411029,0.0561949322489794,0.052836659399297256,0.12117208969089276,0.044064763487607087,0.03854778380635737
83,0.04085266885327601,0.017552873761605223,-0.07278333286082526,0.026993641994201758,-0.030056228564480394,0.04124022136914686,0.07153839327127312,0.038087362533072315,-0.024142238443222067
84,0.07831601715675707,-0.16284399743999636,-0.05160448034100457,-0.046757412736944365,-0.04318445461469535,0.03676222674196552,-0.01606952034121619,-0.06974587828360383,0.01739233623903567
85,0.028645479369147926,-0.07831050337862791,-0.006992649292044717,-0.03452790852599208,-0.05266815059853033,0.007951279780470383,0.10494062960131396,-0.0384842796301317,0.016752235353221165
86,-0.028717563264879432,0.021164409105601537,-0.06806204304557371,0.02446162372898016,0.11935029590408039,-0.10206271821977185,-0.020901818389558312,-0.036414404383215526,0.09011626128856241
87,-0.0008192756724611991,-0.039259783657496994,-0.003154763537854356,-0.09617937178884628,-0.019733968759409793,0.12665500004485128,0.16603169569203807,-0.09699317139192032,0.09093409963587307
88,-0.02316858804369954,-0.09470619476221194,0.1086266510860783,0.04045783184133875,0.09778335972470965,-0.04991698658420601,-0.012125988844824291,-0.0046499748961885065,0.037437304610799256
89,-0.06364541607202279,-0.08985919668402985,-0.05853274866556794,0.018147420168525608,-0.05062035788340685,0.08404988164410856,0.1275684035804316,0.014784682592623718,0.10067624747874962
90,-0.0316286101478971,-0.07617374213838696,-0.04352218828159076,-0.010755985943966942,-0.08865577395803523,-0.009218516654786353,-0.10351265865239846,0.06453210603222219,0.04128681407512168
91,0.08815976266064066,0.11181568785496204,0.04810405725049435,0.027442137858131363,0.041678900755951716,0.02317605492864311,0.15492391960134516,0.052468977631928586,-0.00273405830262324
92,-0.007913863155104308,0.0018492042979561807,0.10832369040970094,0.027154470613064488,0.014379120129771876,0.006557964999718863,0.008243907852205058,0.009542843817537658,0.0033758069075054023
93,-0.04174482657357719,-0.010558655437745753,-0.022864640374976312,0.044699037917081644,-0.014672461614341761,-0.04730309493460108,-0.037998224755594515,0.12661536077294835,0.029504171695295803
94,0.018077508847291326,-0.04006496275240232,0.08341415213631939,-0.03806357758567647,0.03873736407627745,0.050319964596712174,0.04382597655089629,-0.05189620910988384,-0.04294107837137867
95,-0.01570625612307934,0.08714401357373623,-0.06870091319618425,0.03355215848184566,-0.08399615756995704,0.008404188494726336,0.02160942093556738,-0.012914712374701563,0.011509683968840792
96,0.005402598449207832,-0.026451877370603828,-0.014718966146308937,-0.05832937094892209,-0.01887564998382396,-0.005968046833107012,-0.09294429765926009,0.005507176246755235,-0.0268339610234243
97,0.021134069657445007,-0.015761392498975065,-0.020868336787520727,0.046851392085792164,0.02009019960925798,-0.08853191847642976,0.08340503629552604,-0.048404297409777954,-0.015329095713975081
98,0.06583570237544516,-0.10235149234894132,0.05834014590955205,-0.0366731418290285,0.05322241324091144,0.010461546885014033,0.0033843465019619684,-0.008135054792258286,0.005882148914624833
99,0.09573644553397608,0.01901620326936662,0.0660838510071549,0.04483446094633605,0.026346828278799944,-0.07815124559890393,-0.06947960300464971,0.09945115699878332,0.0061175537391433
100,-0.011249419118524208,0.04576960424964386,0.040942344346065744,-0.015611543072263033,-0.07608527532236789,0.1693912157346566,0.007472461813518665,0.04252522244027903,-0.03687907750483198
101,-0.09903307171446862,-0.14560798910909115,-0.058867014978671146,-0.0862724238218979,0.206158202567731,-0.05672829656363472,-0.01262351448496378,0.042688147720251424,0.10746239547743391
102,-0.0192185795332858,0.0512474041208349,-0.0700383262395236,-0.05514566418857672,-0.09839777649798373,-0.14276504088039205,0.007932078352252347,-0.0983192095677062,-0.098154664527201
103,0.035839732684472325,0.00977504768654082,-0.020740643161990552,0.08333449735929728,0.02364369323055009,0.07876512082953793,0.058382944481715,-0.01584153279738377,-0.05747850193883013
104,0.08685640761008902,-0.024543046513046212,-0.008298401649410527,-0.044925772312204904,-0.0658323879889289,0.051422096432148665,-0.007619430293246517,0.037178471887795356,-0.05273905297575845
105,-0.07777642964909107,0.04722486877076324,-0.001201220544392605,-0.07587022631295184,0.06710078566586625,-0.0026601061617693746,-0.0479600170044622,0.1132815356093218,0.030774299112674954
106,-0.018904649920134086,-0.021676228919380973,0.12142072893728299,0.016261805264970303,-0.0684862737705535,0.0742893181743428,-0.11245117967420128,0.014572018860053923,0.031447188465675846
107,-0.11208023165708965,0.0982648750881489,0.12968437556467766,0.08629629285343138,0.0741744001575888,-0.06742103363177547,-0.04093733394198627,-0.02505511765613161,0.044710437369374766
108,-0.10167910823739199,-0.029842041756350163,-0.11770371689458223,0.07021055163713659,0.07037726685880392,0.0031529465238838775,-0.1681264253209136,-0.054693320219310795,0.011691172029896037
109,0.07624216323291658,0.03213911627082666,0.06846468385345779,-0.014430609101022427,-0.06333802709827774,-0.09710987963435774,0.08474611854221498,-0.07871976206332654,0.00976134077145361
110,0.020219583645458616,0.07265794013957194,0.0394069353151408,-0.0022407999827242474,-0.06997275440530752,0.005761987097858182,0.1083064282459753,-0.05325049886362476,-0.007020824559349
111,0.13346943016377139,-0.0394772295697636,0.06354677147867246,0.09441343754387609,-0.1341665046634642,-0.1389725790899251,-0.03517117661082074,0.04486134780284162,-0.015720140250213642
112,-0.019445978459739048,0.13444385061535694,-0.06832179698950665,-0.01077489408769779,0.03791322268652443,-0.0891451486398766,0.01414426109888009,-0.0027464412925709003,0.08879456835997307
113,-0.04363805552861583,0.08670920575412357,0.03451385948715817,-0.017213678497905907,0.03200235365699284,-0.01736960713382841,-0.015500629268224693,-0.038378891999129264,0.0687167073101678
114,-0.0054342162209027114,0.010209040266514955,-0.09522788178325695,0.11472335902991351,0.010285045015563148,0.09884972220321281,-0.004067716162352308,0.025347664867417283,-0.007449776841127548
115,-0.02834435085046779,-0.05930415776634563,0.08254130368649161,0.061761472589825936,0.025899752240465236,0.04485674732819696,0.04336006860497939,-0.02907456992846362,0.17828647076816395
116,0.050814966687924006,-0.013964824593772528,-0.06831538454919996,0.14028509317553453,-0.015230816097652658,0.02994404474141157,0.04811474072576851,0.02695968393630346,0.07832186325332995
117,-0.050705103574693614,-0.013363895094260943,-0.003106839810376707,-0.11472606107797441,0.14239909010271362,-0.07688641294966575,0.08604191982004414,0.17344480833295595,-0.05208882892943547
118,-0.019288144956523045,-0.002478264753197087,0.04047652111594804,-0.012002326125763529,0.024692079850165957,0.05945918153105117,-0.018902995518482513,-0.06852291996769577,-0.024775380653006426
119,0.038523162487418085,-0.01436743935076636,-0.10403892804816689,0.0016695086708240839,-0.0024844643595875932,0.01853552624016969,-0.18751503992575502,-0.091202629821455,0.05814473445491897
120,0.053151964178451146,0.02308345215586339,-0.05038611906771642,0.111599625466606,0.1154267399806277,0.011428386367409643,-0.018150248512853177,-0.01707680144256586,-0.021669056294671436
121,-0.007543876948940763,0.15522533365902946,-0.0028337943904866115,0.02763457075497989,-0.010129356513494852,0.04791765326423958,-0.04903733417732881,-0.009138848958553589,0.04418260492033213
122,-0.009354369286254313,0.0143543805620912,-0.021427244337163455,-0.041620501927285516,1.2115735225304292e-05,-0.00497530273760039,-0.11435240565309968,-0.06380773404852254,-0.028920363416794586
123,0.04512127150386633,-0.01532855083546657,0.006221641841601646,0.06421797678151955,0.023340758998787074,0.15405158898541924,-0.025231130814238008,0.02136528786772551,-0.055040532676268066
124,0.012527226814790543,-0.002880083259446227,0.06045443009445864,-0.055698583519441416,-0.001018001638196847,0.022650293809713937,-0.125935388971325,0.06775409851630743,0.01579168366607528
125,-0.029029762400886228,-0.008663892145747224,-0.06683166585238148,-0.14651599739519935,0.050865720260070975,0.05593782080434467,-0.05152346273056426,0.014937296181505202,-0.004540353855791112
126,-0.01454427841364981,0.008623596337960806,-0.006129834734207973,-0.05716322617770511,-0.06949879386346386,-0.002891241880578155,-0.04945601441731099,-0.04186986631689805,0.03902294971731686
127,-0.045391510934489954,0.006182616120577786,-0.032503305038792514,0.08935039036311497,-0.02025251651652539,0.13927145418596373,-0.018404287226226362,0.030288685584025025,-0.0648405580821353
128,0.10030846214105095,0.04244991114969548,0.029539439711392442,0.012423146449386817,0.03390018597551642,0.06050248882232065,-0.07551863206648703,-0.11113019304241584,-0.020692810276591485
129,0.03240371368006899,0.057790153696158975,0.023843930062099766,-0.039959978009184424,0.01249443619108397,-0.06313358625934111,0.0218227500539958,-0.008104279315228897,-0.06859173074673205
130,-0.028593861660070722,-0.028079779031401436,0.008477336942852059,-0.01852135064481075,0.01880415970752635,0.056371018957914104,-0.06699514800468274,0.02239048740139298,-0.045432039491126015
131,-0.031410729166159626,0.03485476390369655,0.00715210137764425,-0.08526387068239133,-0.01716374737840177,0.02061017168219232,-0.06374453195701128,0.08603659316869511,0.024840283714785163
132,0.06515554987263297,0.059455934947540826,-0.028205869022050543,0.09684241402196211,-0.06759514853505054,0.005163482028757825,-0.05044892851764693,0.03448172164585059,0.05957767676846089
133,-0.04776543149574602,0.08690076190441035,0.056755309535784795,0.0648179145982103,-0.102127950690139,0.0077842277153824,0.046246267079053285,-0.009345795400576739,-0.031365466636263155
134,0.12410415462931601,-0.01462295096097954,-0.07021888295735668,-0.06132191456841911,0.01889556075498382,0.14325836744546155,-0.04471675925689887,0.0475359202760759,-0.06298672096860639
135,0.06466803937053184,-0.035844145600101324,0.013787983099433923,-0.13894531628215973,0.004388975518110641,0.06756598011949845,0.07616715386356465,0.0007806947326554972,-0.03160875459241527
136,0.08283771033162116,-0.15841522729923224,0.08159470193609361,0.009899300051233592,0.023394073757162216,-0.040490297330218306,-0.030607941236457985,-0.17072376858740076,-0.010005067422916052
137,0.0756276373667401,0.02760481829652875,-0.09667363013757163,-0.06860708624334282,0.014944840133457732,0.0029406904672298895,-0.08490482955822545,-0.07981701846344876,-0.10411151918866725
138,0.010066954795768968,0.03670165752753993,-0.050314839098278635,0.04953318151143694,0.007025757108838321,0.03669479362450204,0.02201222350363752,-0.011203469543008108,-0.028938597155035047
139,-0.00513912342432668,-0.009649481385398395,0.072709656573696,0.013063517275528026,-0.08155779438047243,0.06288143686308136,0.02922637988426529,0.02274861789815156,-0.038972784715098095
140,0.051783979385077034,-0.028414518148618572,0.0602999428915251,-0.07207963360333648,0.0609531628896035,0.01701908761360684,-0.032301035030110684,0.039768644321027,0.048479902237512154
141,0.06708431432153529,0.052961726635067985,0.09873773681484793,-0.15187185472726486,-0.08387339266248486,-0.0330088792035346,-0.05071200690239497,-0.03932760453514268,-0.09647116811945906
142,0.04179678216743922,-0.03137555748839815,-0.02950765183920942,0.05296717518834128,-0.14459737188212926,0.0684709520792175,-0.030140398594515463,-0.012485451128815096,0.05959055560375774
143,-0.015860850682103605,0.08760198630092024,-0.11400044670508051,0.02988694160605966,0.034472202806074784,0.05742798731321989,0.015439336841060665,-0.012618826060567336,-0.004661242186566911
144,-0.04281123088475444,-0.0758111350598932,-0.014574374502281363,-0.010656673661396181,0.09424345848306989,-0.057617536350179056,-0.07921754642659683,0.016258132582923517,-0.014399108847222189
145,-0.03474473654868521,-0.005263076636411769,0.05072363182694018,-0.06619605728903039,-0.004121976231845436,-0.014950300789017497,-0.020272049685202326,-0.013718082739683661,0.05549111996293865
146,0.001243549363958301,0.08840634657846945,-0.047278709529362736,-0.04246312569144561,-0.012645740717994122,-0.08861528484612169,0.021591125839936928,-0.04076824665070304,-0.05150287333298027
147,0.015415648433541294,-0.13230381705807165,0.05526963973207595,0.03071128344537317,-0.10242826366225749,-0.09077636679947737,0.04688064245164436,0.13270338749282318,0.04998540029923029
148,0.03122754128391735,0.09784013839012701,-0.03372011353615618,-0.04628805137764803,-0.10709007158978824,0.08052520125064286,0.02683163174245826,-0.006317374547604962,-0.0748613553375042
149,0.01415647581106271,-0.013523168723315528,0.015156034067776466,-0.10252414094672171,0.018181914731689036,0.00836456583068883,-0.010346084569397847,-0.043873374649372826,-0.010467276345181083
150,-0.015773253934064514,0.003951964958238964,-0.07734780222053976,0.019793431809379668,0.00016858819223150985,0.0009382058628392241,0.037052271020863295,-0.07737293104128765,-0.07928756082660107
151,-0.017868507871508423,0.026832964564954237,0.036792863858811586,0.02007132590040435,-0.010243517507499798,-0.08495476116553537,0.02939232319968362,0.049611325686776606,0.02544514613226313
152,0.06297329301824617,-0.03478978204998578,-0.009565867234395767,0.03060290358716528,0.002490911220607065,-0.04534125607079934,0.015207485319529873,0.023887698990464962,0.003172675463629517
153,-0.035399479963751285,-0.0232335362993006,-7.241537881030234e-05,0.035870204945839125,-0.05970447982789606,-0.053056117779595915,-0.08288633950412695,0.0020531700434279487,-0.04508114212089434
154,0.009859464922856625,-0.011717685554557513,0.02637420471081695,0.019717140180553202,-0.02748545337689398,-0.007396681419068626,0.04037265467692101,0.016473611120003964,-0.05620997858980863
155,0.04158807767098014,0.011854266305525524,0.005773508152741387,-0.00764924564166478,0.027327533971047445,-0.015472144386582598,0.008045609259281349,0.03562608767438311,-0.022817242670110996
156,-0.0725491662214946,0.029439218722172714,0.07183819606833883,0.05772514586261583,-0.06485929178575789,0.028351780050148465,0.05550723289245339,-0.017525394488560005,0.0037392720109091547
157,0.008573213280486684,-0.06220570393255073,0.021203458132888695,0.04169247766277998,-0.03113577024380336,-0.04612450527111174,-0.0876179524896119,-0.009914944328123707,-0.02358751369387885
